Task ID,Task Link,Task Name,Task Content,Status,Date Created,Date Created Text,Due Date,Due Date Text,Start Date,Start Date Text,Parent ID,Subtasks IDs,Attachments,Assignees,Tags,Priority,List Name,Folder Name/Path,Space Name,Time Estimated,Time Estimated Text,Checklists,Comments,Assigned Comments,Time Spent,Time Spent Text,Rolled Up Time,Rolled Up Time Text,Home Location ID,Home Location,Other Location IDs,Other Locations
86ex8jkfz,https://app.clickup.com/t/86ex8jkfz,"CL-PROTO-004_implement-interaction-system","Создать масштабируемую, расширяемую и production-ready интерактивную систему для Unity, позволяющую игроку взаимодействовать с объектами/NPC через клавишу E, находясь в радиусе взаимодействия.\n \nСистема должна стать единым фундаментом для всех будущих интерактивных объектов проекта: \nNPC\nLoot / Pickups\nDoors / Switches\nDialogue triggers\nQuest objects\nEnvironmental interactions\nFuture scripted events \nFunctional Requirements\n Core Interaction Flow\n Реализовать следующий базовый pipeline:\nИгрок входит в радиус интерактивного объекта.\nСистема определяет доступный interaction target.\nUI показывает prompt:\n“Press E to interact”\nПри нажатии E:\nвызывается interaction target.\nTarget выполняет своё поведение:\nNPC → запускает dialogue\nChest → открывается\nDoor → открывается\nLever → активируется\netc.\n \n \nTechnical / Architecture Requirements\n1. Interface-Based Design (MANDATORY)\nСоздать базовый контракт:\n public interface IInteractable\n{\n    string GetInteractionPrompt();\n    bool CanInteract();\n    void Interact();\n}\n \n2. Separate Interaction Detection from Interaction Execution\n \nDetection Layer\nСоздать отдельный компонент: \n PlayerInteractionDetector\nResponsibilities:\nискать interactables в радиусе/конусе перед игроком;\nвыбирать текущий active target;\nуведомлять UI;\nпередавать target в interaction controller.\n \n Execution Layer\n Создать отдельный компонент:\n PlayerInteractionController\nResponsibilities:\nслушать input;\nвызывать Interact() у current target;\nне содержать логики поиска объектов.\n \n Detection Rules - определяешь сам! \nExtensibility Requirement\nДобавление нового interactable должно требовать:\n \nONLY: создание нового MonoBehaviour implementing IInteractable\n \nИ НЕ ДОЛЖНО требовать:\nизменения interaction manager;\nизменения player code;\nизменения detector.",shipped,1776172301954,"4/14/2026, 4:11:41 PM GMT+3",1776546000000,"4/19/2026, 12:00:00 AM GMT+3",1776286800000,"4/16/2026, 12:00:00 AM GMT+3",null,"86ex9dfm7","[]","[triangle]","[feature]",1,"Dev Task","[""Core Dev Team""]","Programming Department","","","{}","[]","0", "",,NaN,,"901817341187","Programming Department > Core Dev Team > Dev Task","",""
86ex84yv9,https://app.clickup.com/t/86ex84yv9,"CL-PROTO-001-initialize-unity-project-repository","Создать проект в Unity\nПривязать его к GitHub",shipped,1776087226779,"4/13/2026, 4:33:46 PM GMT+3",1776200400000,"4/15/2026, 12:00:00 AM GMT+3",,"",null,"","[]","[Dima Kovalenko]","[]",null,"Dev Task","[""Core Dev Team""]","Programming Department","","","{}","[]","0", "",,NaN,,"901817341187","Programming Department > Core Dev Team > Dev Task","",""
86ex8jhy6,https://app.clickup.com/t/86ex8jhy6,"CL-PROTO-006_create-grey-box","Создать прототипную версию локации, небольшой, 3 комнаты.\nкомната 1 - мини хаб, \nкомната 2 какая то интерактивная фигня, возможно мини секретка(мини игра) \nкомната 3 - диалог плюс файл",shipped,1776172046328,"4/14/2026, 4:07:26 PM GMT+3",1776459600000,"4/18/2026, 12:00:00 AM GMT+3",1776286800000,"4/16/2026, 12:00:00 AM GMT+3",null,"","[]","[Dima Kovalenko]","[]",1,"Dev Task","[""Core Dev Team""]","Programming Department","","","{}","[]","0", "",,NaN,,"901817341187","Programming Department > Core Dev Team > Dev Task","",""
86ex8jhng,https://app.clickup.com/t/86ex8jhng,"CL-PROTO-003_management-system","Цель:\nСоздать базовое управление персонажем\nК реализации:\nExploration Controls\nДвижение прямо\nДвижение назад\nДвижение влево\nДвижение вправо\nДэш",shipped,1776171991869,"4/14/2026, 4:06:31 PM GMT+3",1776373200000,"4/17/2026, 12:00:00 AM GMT+3",1776286800000,"4/16/2026, 12:00:00 AM GMT+3",null,"","[]","[Dima Kovalenko]","[]",1,"Dev Task","[""Core Dev Team""]","Programming Department","","","{}","[]","0", "",,NaN,,"901817341187","Programming Department > Core Dev Team > Dev Task","",""
86examhk1,https://app.clickup.com/t/86examhk1,"CL-PROTO-007_create-camera","Создать камеру\nДолжна висеть на игроке, передвигаться с ним",shipped,1776690489295,"4/20/2026, 4:08:09 PM GMT+3",1776632400000,"4/20/2026, 12:00:00 AM GMT+3",,"",null,"","[]","[Dima Kovalenko]","[]",1,"Dev Task","[""Core Dev Team""]","Programming Department","","","{}","[]","0", "",,NaN,,"901817341187","Programming Department > Core Dev Team > Dev Task","",""
86ex8jjbt,https://app.clickup.com/t/86ex8jjbt,"CL-PROTO-009_JRGP-System","Контекст:\nВ рамках вертикального среза требуется реализовать упрощённую (прототипную) версию пошаговой JRPG боевой системы, описанной в GDD.\nЦель — не финальная реализация, а играбельный и расширяемый фундамент, который подтвердит:\nработоспособность core-механик\nчитаемость боя\nвозможность масштабирования\n🎯 Основные требования\n1. Формат боя (на старте)\nРеализовать 1 vs 1\nАрхитектура должна позволять масштабирование до:\n1 vs N\nN vs N\n👉 Важно: не хардкодить под 1х1 — сразу закладывать систему списков/коллекций юнитов.\n2. Core Turn System\nРеализовать базовую структуру раунда:\nФлоу:\nОпределяется сторона, начинающая раунд (random)\nСтороны по очереди тратят шаги\nРаунд заканчивается, когда:\nу всех закончились шаги\nили один из участников умер\n3. Система действий (минимум)\nУ каждого юнита есть ровно 3 действия:\nAttack\nНаносит фиксированный или простой рассчитываемый урон\nBlock / Defense\nУменьшает входящий урон (например, на % или фиксировано)\nHeal\nВосстанавливает HP\n👉 Без сложных эффектов, статусов и т.п. — только core.\n4. Step System (ключевая механика)\nКаждый раунд у стороны есть N шагов (1–3)\nОдин шаг = одно действие\nШаги можно:\nтратить подряд\nраспределять (в будущем между юнитами)\n👉 На прототипе можно сделать:\nстрогую очередь (Игрок → Враг)\nбез сложного выбора целей (в 1х1 это не нужно)\n5. Booster System (упрощённо)\nРеализовать минимально:\n1 бустер на сторону за раунд\nДаёт:\nдополнительное действие (extra step)\n👉 Без инвентаря, просто:\nфлаг “доступен / использован”\n6. Условия окончания\nБой заканчивается если:\nHP игрока = 0\nили HP врага = 0\n🧱 Технические требования (ключевая часть)\nАрхитектура\nСистема должна быть разделена на логические компоненты:\nBattleManager — управление боем\nTurnSystem — логика раундов и шагов\nUnit — сущность персонажа\nAction / Ability — действия\nCombatResolver — применение эффектов (урон, хил, защита)\n👉 Критично:\nне смешивать UI и логику\nвозможность запускать бой без UI (debug / тесты)\nМасштабируемость (обязательно)\nСистема должна:\nработать с коллекциями юнитов (List/Array)\nподдерживать:\nтаргетинг (в будущем)\nнесколько союзников/врагов\n👉 Даже если сейчас 1х1 — код должен быть готов к:\nList<Unit> playerTeam\n\nList<Unit> enemyTeam\n\nПростота реализации\nЭто прототип, поэтому:\n❌ НЕ нужно:\nсложные анимации\nсложный UI\nсложный AI\nстатусы (яд, стан и т.д.)\nбаланс\n✅ НУЖНО:\nчитаемый код\nпростая логика\nвозможность быстро менять параметры\nAI (минимальный)\nВраг:\nвыбирает случайное действие (attack / block / heal)\n📊 Ожидаемый результат\nРабочий прототип, в котором:\nможно запустить бой 1х1\nесть раунды и шаги\nработают 3 действия\nесть базовый RNG\nможно победить/проиграть\nсистема не разваливается при добавлении второго юнита\n⚠️ Критерии готовности\nБой полностью проходим от старта до конца\nНет блокирующих багов\nАрхитектура не требует полного переписывания для N vs N\nКод читаемый и расширяемый",shipped,1776172123791,"4/14/2026, 4:08:43 PM GMT+3",1777928400000,"5/5/2026, 12:00:00 AM GMT+3",1777842000000,"5/4/2026, 12:00:00 AM GMT+3",null,"","[]","[Dima Kovalenko]","[feature]",1,"Dev Task","[""Core Dev Team""]","Programming Department","","","{}","[]","0", "",,NaN,,"901817341187","Programming Department > Core Dev Team > Dev Task","",""
86ex8jhpj,https://app.clickup.com/t/86ex8jhpj,"CL-PROTO-008_cистема диалогов","создать базу для системы диалогов\n\nAmbient / Bubble (фоновые)\nRPG диалоги (основные)\nCutscene / Story диалоги",shipped,1776171996896,"4/14/2026, 4:06:36 PM GMT+3",1776992400000,"4/24/2026, 4:00:00 AM GMT+3",1776646800000,"4/20/2026, 4:00:00 AM GMT+3",null,"","[]","[Dima Kovalenko]","[art,feature]",1,"Dev Task","[""Core Dev Team""]","Programming Department","","","{}","[]","0", "6106",0.10 m,6106,0.10 m,"901817341187","Programming Department > Core Dev Team > Dev Task","",""
86ex8jhrd,https://app.clickup.com/t/86ex8jhrd,"CL-PROTO-005_mini-game-1","Создать игра змейка, описание ищи в ГДД, раздел мини-игры\nДолжно быть:\nигра максимум 1 минута\nокончание при завершении таймера/сбор всех ""яблок"", либо из за поражения\nОтдельная сцена",shipped,1776172004277,"4/14/2026, 4:06:44 PM GMT+3",1776992400000,"4/24/2026, 4:00:00 AM GMT+3",1776301200000,"4/16/2026, 4:00:00 AM GMT+3",null,"","[]","[triangle]","[]",1,"Dev Task","[""Core Dev Team""]","Programming Department","","","{}","[]","0", "",,NaN,,"901817341187","Programming Department > Core Dev Team > Dev Task","",""
86ex864r5,https://app.clickup.com/t/86ex864r5,"Release Candidate","Цель:\nФинальный билд\nСостав:\nфинальный билд\nвесь контент\nвсе механики\nполиш\nбаланс\nбагфикс",backlog,1776096129000,"4/13/2026, 7:02:09 PM GMT+3",1790110800000,"9/23/2026, 12:00:00 AM GMT+3",1789506000000,"9/16/2026, 12:00:00 AM GMT+3",null,"","[]","[]","[milestone]",3,"Roadmap","","Shared Roadmap","","","{}","[]","0", "",,NaN,,"901817341382","Shared Roadmap > Roadmap","",""
86ex865jc,https://app.clickup.com/t/86ex865jc,"Release","",backlog,1776096179398,"4/13/2026, 7:02:59 PM GMT+3",1790197200000,"9/24/2026, 12:00:00 AM GMT+3",,"",null,"","[]","[]","[milestone]",3,"Roadmap","","Shared Roadmap","","","{}","[]","0", "",,NaN,,"901817341382","Shared Roadmap > Roadmap","",""
86ex865a1,https://app.clickup.com/t/86ex865a1,"Beta","Цель:\nFeature Complete / Content Complete\nСостав:\nвесь контент\nвсе механики\nполиш\nбаланс\nбагфикс",backlog,1776096140718,"4/13/2026, 7:02:20 PM GMT+3",1789419600000,"9/15/2026, 12:00:00 AM GMT+3",1788814800000,"9/8/2026, 12:00:00 AM GMT+3",null,"","[]","[]","[milestone]",3,"Roadmap","","Shared Roadmap","","","{}","[]","0", "",,NaN,,"901817341382","Shared Roadmap > Roadmap","",""
86ex863bj,https://app.clickup.com/t/86ex863bj,"Alpha","Цель:\nСобрать всю игру в playable виде\nСостав:\nвсе локации\nвесь основной сюжет\nвсе core systems\nplaceholder / partial polish\nСостояние:\n“Игру можно пройти от начала до конца”\nВремя прохождения:\n4.5–7 часов\nСрок:\n3–4 месяца",backlog,1776096050245,"4/13/2026, 7:00:50 PM GMT+3",1788728400000,"9/7/2026, 12:00:00 AM GMT+3",1780779600000,"6/7/2026, 12:00:00 AM GMT+3",null,"","[]","[]","[milestone]",3,"Roadmap","","Shared Roadmap","","","{}","[]","0", "",,NaN,,"901817341382","Shared Roadmap > Roadmap","",""
86ex7t610,https://app.clickup.com/t/86ex7t610,"Project - Chainsaw Girl","",in progress,1776020602007,"4/12/2026, 10:03:22 PM GMT+3",1794517200000,"11/13/2026, 12:00:00 AM GMT+3",1776027600000,"4/13/2026, 12:00:00 AM GMT+3",null,"","[]","[]","[project]",2,"Roadmap","","Shared Roadmap","","","{}","[]","0", "",,NaN,,"901817341382","Shared Roadmap > Roadmap","",""
86ex8635y,https://app.clickup.com/t/86ex8635y,"Vertical Slice","Цель:\nСобрать маленький, но репрезентативный кусок настоящей игры\nСостав:\nКонтент:\n1 полноценная локация\n1 хаб\n5–7 комнат\n1 босс\nМеханики:\n2 core minigames\n2–3 secondary minigames\ndialogue system\nбазовая progression\nbasic UI/UX\nУже должен быть:\nnear-final visual target\nnear-final audio target\nnear-final pacing\nВремя прохождения:\n20–40 минут\nСрок:\n1–2 месяца",in progress,1776095989096,"4/13/2026, 6:59:49 PM GMT+3",1781298000000,"6/13/2026, 12:00:00 AM GMT+3",1777150800000,"4/26/2026, 12:00:00 AM GMT+3",null,"","[]","[]","[milestone]",3,"Roadmap","","Shared Roadmap","","","{}","[]","0", "",,NaN,,"901817341382","Shared Roadmap > Roadmap","",""
86ex862uf,https://app.clickup.com/t/86ex862uf,"Prototype","Цель:\nПроверить, что игра вообще работает и fun-to-play\nСостав:\nКонтент:\n1 тестовая greybox локация\n2–3 комнаты\n1 тестовый NPC\n1 тестовый враг\nМеханики:\nmovement\ninteraction\ndialogue\n1 combat prototype\n1 simple secondary minigame\nБез:\nарта\nнарратива\nконтента\nпрогрессии\nметы\nВремя прохождения:\n5–10 минут\nСрок:\n2–4 недели",in progress,1776095910878,"4/13/2026, 6:58:30 PM GMT+3",1777064400000,"4/25/2026, 12:00:00 AM GMT+3",1776027600000,"4/13/2026, 12:00:00 AM GMT+3",null,"","[]","[]","[milestone]",3,"Roadmap","","Shared Roadmap","","","{}","[]","0", "",,NaN,,"901817341382","Shared Roadmap > Roadmap","",""
86ex85bh5,https://app.clickup.com/t/86ex85bh5,"Создать GitHub","Создать профиль чайнсав\nСоздать реп проекта(приватный)\nСкинуть лидам инвайты",complete,1776089865637,"4/13/2026, 5:17:45 PM GMT+3",,"",,"",null,"","[]","[Dima Kovalenko]","[]",1,"General tasks","","Leadership","","","{}","[]","0", "",,NaN,,"901817341152","Leadership > General tasks","",""
86exfmppx,https://app.clickup.com/t/86exfmppx,"Границы вертикального среза","Определить контрольные точки вертикального среза, а также его траекторию",complete,1777816545980,"5/3/2026, 4:55:45 PM GMT+3",1777928400000,"5/5/2026, 12:00:00 AM GMT+3",1777842000000,"5/4/2026, 12:00:00 AM GMT+3",null,"","[]","[Dima Kovalenko]","[gd]",1,"General tasks","","Leadership","","","{}","[]","0", "",,NaN,,"901817341152","Leadership > General tasks","",""
86exfmpu1,https://app.clickup.com/t/86exfmpu1,"ассеты для whitebox","Whitebox.\n\nGrid:\n- 2:1 isometric  \n- Tile: 128×64 px  \n- Height: 1 уровень = 32 px  \n- Pivot у всех ассетов: bottom center  \n\n---\n\nFloor (тайлы 128×64):\n- белый  \n- красный  \n- зелёный  \n- светло-синий\n- черный\n\n---\n\nСтены / блокеры:\n- простой примитив (ромб/блок под изометрию)  \n- цвета: серый, красный  \n- могут выходить за пределы тайла по высоте  \n\n---\n\nПримитив “объект” (заглушка под интерактив, типа аркадного автомата):\n- простой прямоугольник  \n- цвет: синий  \n- размер ≈ 1×1 тайл (можно чуть выше)  \n\n---\n\nПерсонажи (ГГ / НПС / враги):\n- размер: ~128–160 px по высоте  \n- стиль: максимально простой силуэт  \n- pivot: bottom center  \n\nАнимации (спрайт-листы):\n- idle  \n- walk  \n- run  \n- (для ГГ) dash/сплеш  \n\n---\n\nОбщее:\n- без деталей, без текстур, flat color  \n- ассеты НЕ обязаны строго помещаться в тайл (можно выходить)  \n- сетка используется как основа, но без жёсткой привязки",complete,1777816571205,"5/3/2026, 4:56:11 PM GMT+3",,"",,"",null,"","[]","[Dante Poganini]","[art]",3,"General tasks","","Leadership","","","{}","[]","0", "",,NaN,,"901817341152","Leadership > General tasks","",""
86ex8je16,https://app.clickup.com/t/86ex8je16,"Скинуть почты и гиты!!!","",complete,1776171615279,"4/14/2026, 4:00:15 PM GMT+3",,"",,"",null,"","[]","[]","[]",null,"General tasks","","Leadership","","","{}","[]","0", "",,NaN,,"901817341152","Leadership > General tasks","",""
86exg28qr,https://app.clickup.com/t/86exg28qr,"Написать готовый ГДД для первых mini-games","Написать ГДД для змейки",complete,1777907699120,"5/4/2026, 6:14:59 PM GMT+3",1778101200000,"5/7/2026, 12:00:00 AM GMT+3",1777842000000,"5/4/2026, 12:00:00 AM GMT+3",null,"","[]","[Dima Kovalenko]","[game]",1,"General tasks","","Leadership","","","{}","[]","0", "",,NaN,,"901817341152","Leadership > General tasks","",""
86exg28fa,https://app.clickup.com/t/86exg28fa,"Написать к кликап приветственное письмо содержащие правила и инструкции","Написать приветственное, которое будет содержать краткую информацию, что Roadmap это общий канал для всех, содержащий всю информацию, по роудмапе, а так же текущим задачам, так же содержит всю доку для всего проекта. Содержаться письмо должно в чате Welcome(общий чат/содержит только информацию и новости) Так же должно быть сказано, что в этот чат писать нельзя",complete,1777907603325,"5/4/2026, 6:13:23 PM GMT+3",1777928400000,"5/5/2026, 12:00:00 AM GMT+3",1777842000000,"5/4/2026, 12:00:00 AM GMT+3",null,"","[]","[Eva S,Dima Kovalenko]","[pm]",1,"General tasks","","Leadership","","","{}","[]","0", "",,NaN,,"901817341152","Leadership > General tasks","",""
86exg28gh,https://app.clickup.com/t/86exg28gh,"Написать шаблон для заполнения идей(для backlog'a идей)","Шаблон для идеи я примерно вижу так\n\nНаправление( арт, дев, наратив, музыка и тд)\nОписание идеи\nДля чего сама идея\nПочему это должно работать\n\nЧто то в таком духе",complete,1777907616419,"5/4/2026, 6:13:36 PM GMT+3",1777928400000,"5/5/2026, 12:00:00 AM GMT+3",1777842000000,"5/4/2026, 12:00:00 AM GMT+3",null,"","[]","[Eva S,Dima Kovalenko]","[pm]",1,"General tasks","","Leadership","","","{}","[]","0", "",,NaN,,"901817341152","Leadership > General tasks","",""
86ex85beg,https://app.clickup.com/t/86ex85beg,"Досвязать все в ClickUp","Досвязать все отделы\nНаписать хауту\nкинуть инвайты всем лидам\nраздать всем права",complete,1776089834969,"4/13/2026, 5:17:14 PM GMT+3",,"",,"",null,"","[]","[Dima Kovalenko]","[]",1,"General tasks","","Leadership","","","{}","[]","0", "",,NaN,,"901817341152","Leadership > General tasks","",""
86exg28nd,https://app.clickup.com/t/86exg28nd,"Определение нужных кастомных инструментов для разработки - dev department/Tools Team","Надо понять нужно ли разрабатывать что то помимо CMS и кастомной дилоговой системы\n\nРезультат\nрасширить существующию CMS. Сейчас позволяет работать арт команде не задевая код, должна так же работать с хранением данных в json\nдиалоговая кастомная система, что нарративщики не лезли в код\nСистема сохранений/загрузок",complete,1777907664018,"5/4/2026, 6:14:24 PM GMT+3",1778014800000,"5/6/2026, 12:00:00 AM GMT+3",1777842000000,"5/4/2026, 12:00:00 AM GMT+3",null,"","[]","[Dima Kovalenko]","[prog]",2,"General tasks","","Leadership","","","{}","[]","0", "",,NaN,,"901817341152","Leadership > General tasks","",""
86exg28hk,https://app.clickup.com/t/86exg28hk,"Добавление всех участников кликАп","СРОЧНО !!!\n\nдобавить всех людей в свои группы, в свои команды\n\nIT\nNarrative\nArt",complete,1777907634463,"5/4/2026, 6:13:54 PM GMT+3",1777928400000,"5/5/2026, 12:00:00 AM GMT+3",1777842000000,"5/4/2026, 12:00:00 AM GMT+3",null,"","[]","[Eva S,Dima Kovalenko]","[pm]",1,"General tasks","","Leadership","","","{}","[]","0", "",,NaN,,"901817341152","Leadership > General tasks","",""
86exg28km,https://app.clickup.com/t/86exg28km,"Первые созвоны команд IT/подключение к Git/ClickUP - dev department","Провести созвоны с командой Tools Team и Mini-games Team и Core Team\n\nВремя созвонов:\nTools team - 07.05 -\nMini-games Team - 05.05 - 18:00 по мск\nCore Team - 05.05 - 10:00/11:00 по мск\n\nПодключить всех к ClickUP\nПодключить всех к Git",complete,1777907652012,"5/4/2026, 6:14:12 PM GMT+3",1778187600000,"5/8/2026, 12:00:00 AM GMT+3",1777842000000,"5/4/2026, 12:00:00 AM GMT+3",null,"","[]","[Dima Kovalenko]","[prog]",3,"General tasks","","Leadership","","","{}","[]","0", "",,NaN,,"901817341152","Leadership > General tasks","",""
86exfmq3g,https://app.clickup.com/t/86exfmq3g,"Доделать прототип","Доделать прототип CL.\n\nГотовые фичи:\nСистема передвижение\nСистема диалогов\nСистема взаимодействия\nВайтБокс\nМини игра 1\n\nЧто сделать:\nJRPG систему файта\nмини игра 2\nанимация дверей\nглавное меню\nсобрать поток игры\nсобрать игру",complete,1777816618779,"5/3/2026, 4:56:58 PM GMT+3",1778274000000,"5/9/2026, 12:00:00 AM GMT+3",1777842000000,"5/4/2026, 12:00:00 AM GMT+3",null,"","[]","[Dima Kovalenko]","[prog]",1,"General tasks","","Leadership","","","{}","[]","0", "",,NaN,,"901817341152","Leadership > General tasks","",""
86exg28q5,https://app.clickup.com/t/86exg28q5,"Определение первых к реализации мини-игр","Понять что дать команде Mini-games на реализацию сейчас\n\nВарианты:\n-Продолжать развивать змейку\n-Продолжать развивать Лимончики\n\nРезультат:\n\nДелем змейку и лимончики бокс",complete,1777907691634,"5/4/2026, 6:14:51 PM GMT+3",1777928400000,"5/5/2026, 12:00:00 AM GMT+3",1777842000000,"5/4/2026, 12:00:00 AM GMT+3",null,"","[]","[Dima Kovalenko]","[game]",1,"General tasks","","Leadership","","","{}","[]","0", "",,NaN,,"901817341152","Leadership > General tasks","",""
86exg28jv,https://app.clickup.com/t/86exg28jv,"Перенести все идеи из Миро согласно шаблону в backlog'a идей в ClickUp","Все идеи которые были уже предложены отделами артовиков и нарратившиков и лежат в миро, должны быть обработаны, под Шаблон идей,  должна предоставить. Можете делать это не сами, можете передать это все непосредственно людям, чтоб они идеи запоковывали в шаблон и кидали в Backlog идей в ClikUp",in progress,1777907643733,"5/4/2026, 6:14:03 PM GMT+3",1778878800000,"5/16/2026, 12:00:00 AM GMT+3",1777842000000,"5/4/2026, 12:00:00 AM GMT+3",null,"","[]","[Dante Poganini,Eva S,triangle,mughostra]","[game]",3,"General tasks","","Leadership","","","{}","[]","0", "",,NaN,,"901817341152","Leadership > General tasks","",""
86exfmq70,https://app.clickup.com/t/86exfmq70,"Сценарная библия","Что требуется:\nЗагрузить Сценарную библию в ProjectBible.\n\nДля этого в файле ProjectBible создать новую страницу и загрузить туда Сценарную библию",in progress,1777816632200,"5/3/2026, 4:57:12 PM GMT+3",1778878800000,"5/16/2026, 12:00:00 AM GMT+3",1777842000000,"5/4/2026, 12:00:00 AM GMT+3",null,"","[]","[mughostra]","[narrative]",1,"General tasks","","Leadership","","","{}","[]","0", "",,NaN,,"901817341152","Leadership > General tasks","",""
86exfmq1v,https://app.clickup.com/t/86exfmq1v,"Сценарий черновой вертикальный срез","Описание:\nВ рамках подготовки вертикального среза необходимо разработать черновую версию сценария, покрывающую весь заранее определённый игровой сегмент.\n\nЧто требуется:\nСоздать целостный нарративный каркас, включающий:\nОсновной сюжетный поток (от начала до конца вертикального среза)\nДиалоги между персонажами (черновые, без финальной полировки)\nОписание катсцен (структура, происходящие события, ключевые действия)\nСвязки между геймплейными и сюжетными моментами\nОбоснование мотивации персонажей в рамках данного сегмента\n\nВажно:\nФокус на структуре и логике повествования, а не на литературном качестве\nДопускаются упрощения и placeholder’ы\nГлавное — чтобы сценарий был играбельным и понятным для команды (геймдизайн, левел-дизайн, анимация и т.д.)\n\nРезультат:\n Документ, который:\nПозволяет реализовать вертикальный срез без пробелов в нарративе\nСинхронизирован с геймплейными событиями\nМожет служить базой для дальнейшей итерации и полировки\n\nВЕРТИКАЛЬНЫЙ СРЕЗ:",in progress,1777816610443,"5/3/2026, 4:56:50 PM GMT+3",1778878800000,"5/16/2026, 12:00:00 AM GMT+3",1777928400000,"5/5/2026, 12:00:00 AM GMT+3",null,"","[]","[mughostra]","[narrative]",3,"General tasks","","Leadership","","","{}","[]","0", "",,NaN,,"901817341152","Leadership > General tasks","",""
86exg28ry,https://app.clickup.com/t/86exg28ry,"Запуск процесса работы Mini-games team","После получение ГДД для мини игры написать ТЗ ( )\nСогласовать ТЗ с лидом.( )\nСоздать план выполнения совместно с \nНазначить задачи на людей → запустить процесс ( )",to do,1777907706755,"5/4/2026, 6:15:06 PM GMT+3",1778619600000,"5/13/2026, 12:00:00 AM GMT+3",1777842000000,"5/4/2026, 12:00:00 AM GMT+3",null,"","[]","[Dima Kovalenko,Eva S]","[game,pm]",3,"General tasks","","Leadership","","","{}","[]","0", "",,NaN,,"901817341152","Leadership > General tasks","",""
86exjnwvt,https://app.clickup.com/t/86exjnwvt,"начать тулсы","",to do,1778519901303,"5/11/2026, 8:18:21 PM GMT+3",,"",,"",null,"","[]","[]","[]",null,"General tasks","","Leadership","","","{}","[]","0", "",,NaN,,"901817341152","Leadership > General tasks","",""
86exjnwhn,https://app.clickup.com/t/86exjnwhn,"Контрольные точки визула персов","",to do,1778519803190,"5/11/2026, 8:16:43 PM GMT+3",,"",,"",null,"","[]","[]","[]",null,"General tasks","","Leadership","","","{}","[]","0", "",,NaN,,"901817341152","Leadership > General tasks","",""
86exjnw1e,https://app.clickup.com/t/86exjnw1e,"Список лок","",to do,1778519617850,"5/11/2026, 8:13:37 PM GMT+3",1778619600000,"5/13/2026, 12:00:00 AM GMT+3",,"",null,"","[]","[Dima Kovalenko]","[game]",1,"General tasks","","Leadership","","","{}","[]","0", "",,NaN,,"901817341152","Leadership > General tasks","",""
86exjnp04,https://app.clickup.com/t/86exjnp04,"Придумать отдельный сервис для доступа в кликап","",to do,1778518753449,"5/11/2026, 7:59:13 PM GMT+3",1778893200000,"5/16/2026, 4:00:00 AM GMT+3",,"",null,"","[]","[triangle]","[pm]",1,"General tasks","","Leadership","","","{}","[]","0", "",,NaN,,"901817341152","Leadership > General tasks","",""
86exjnwuz,https://app.clickup.com/t/86exjnwuz,"начать мини игры","",to do,1778519895110,"5/11/2026, 8:18:15 PM GMT+3",,"",,"",null,"","[]","[]","[]",null,"General tasks","","Leadership","","","{}","[]","0", "",,NaN,,"901817341152","Leadership > General tasks","",""
86exjnw2m,https://app.clickup.com/t/86exjnw2m,"Создать ТЗ под эти локи","",to do,1778519644552,"5/11/2026, 8:14:04 PM GMT+3",1778706000000,"5/14/2026, 12:00:00 AM GMT+3",,"",null,"","[]","[Dante Poganini]","[]",null,"General tasks","","Leadership","","","{}","[]","0", "",,NaN,,"901817341152","Leadership > General tasks","",""
86exjnnz7,https://app.clickup.com/t/86exjnnz7,"Собрать видео с тутором к кликапу","",to do,1778518736517,"5/11/2026, 7:58:56 PM GMT+3",1778619600000,"5/13/2026, 12:00:00 AM GMT+3",1778619600000,"5/13/2026, 12:00:00 AM GMT+3",null,"","[]","[triangle]","[pm]",1,"General tasks","","Leadership","","","{}","[]","0", "",,NaN,,"901817341152","Leadership > General tasks","",""
86exjnx59,https://app.clickup.com/t/86exjnx59,"Определить тулсы","",to do,1778519981924,"5/11/2026, 8:19:41 PM GMT+3",,"",,"",null,"","[]","[Dima Kovalenko,Dante Poganini]","[]",null,"General tasks","","Leadership","","","{}","[]","0", "",,NaN,,"901817341152","Leadership > General tasks","",""
86ex864r5,https://app.clickup.com/t/86ex864r5,"Release Candidate","Цель:\nФинальный билд\nСостав:\nфинальный билд\nвесь контент\nвсе механики\nполиш\nбаланс\nбагфикс",backlog,1776096129000,"4/13/2026, 7:02:09 PM GMT+3",1790110800000,"9/23/2026, 12:00:00 AM GMT+3",1789506000000,"9/16/2026, 12:00:00 AM GMT+3",null,"","[]","[]","[milestone]",3,"Roadmap","","Shared Roadmap","","","{}","[]","0", "",,NaN,,"901817341382","Shared Roadmap > Roadmap","",""
86ex865jc,https://app.clickup.com/t/86ex865jc,"Release","",backlog,1776096179398,"4/13/2026, 7:02:59 PM GMT+3",1790197200000,"9/24/2026, 12:00:00 AM GMT+3",,"",null,"","[]","[]","[milestone]",3,"Roadmap","","Shared Roadmap","","","{}","[]","0", "",,NaN,,"901817341382","Shared Roadmap > Roadmap","",""
